FactID,AttritionFlag,MonthlyIncome,YearsAtCompany,PerformanceRating,DistanceFromHome,DepartmentName,JobRoleName,Age,Gender,MaritalStatus,EducationField,RiskLevel
1845,0,5253.00,7,3,9,Sales,Sales Executive,28,Male,Single,Life Sciences,Low
2730,0,5294.00,7,3,16,Research & Development,Healthcare Representative,30,Male,Married,Life Sciences,Low
1793,0,5055.00,7,3,2,Research & Development,Research Scientist,32,Female,Single,Medical,Low
2003,0,4960.00,7,3,14,Sales,Sales Executive,47,Male,Single,Marketing,Low
1847,0,4936.00,7,3,14,Sales,Sales Executive,51,Female,Married,Life Sciences,Low
1799,0,4682.00,7,3,10,Sales,Sales Executive,33,Male,Single,Marketing,Low
2122,0,4537.00,7,4,2,Sales,Sales Executive,47,Female,Married,Marketing,Low
2805,0,4774.00,7,3,15,Research & Development,Research Scientist,27,Female,Married,Life Sciences,Low
2775,0,4448.00,7,3,12,Research & Development,Healthcare Representative,40,Female,Divorced,Life Sciences,Low
2156,0,4294.00,7,3,1,Sales,Sales Executive,26,Male,Single,Medical,Low
2620,0,4066.00,7,3,19,Research & Development,Laboratory Technician,27,Male,Divorced,Other,Low
2556,1,4084.00,7,3,3,Research & Development,Research Scientist,31,Female,Single,Life Sciences,Low
1989,0,4028.00,7,4,7,Sales,Sales Executive,38,Female,Single,Marketing,Low
2900,0,4108.00,7,3,24,Research & Development,Research Scientist,39,Male,Single,Life Sciences,Low
2864,0,4105.00,7,3,9,Sales,Sales Executive,27,Male,Single,Marketing,Low
2414,0,3423.00,7,3,1,Human Resources,Human Resources,46,Female,Single,Life Sciences,Low
2403,1,3339.00,7,3,7,Research & Development,Laboratory Technician,29,Female,Divorced,Technical Degree,Low
2267,1,3691.00,7,3,4,Research & Development,Laboratory Technician,25,Male,Married,Technical Degree,Low
2475,0,3578.00,7,3,7,Research & Development,Laboratory Technician,26,Male,Single,Other,Low
2294,0,3291.00,7,3,10,Research & Development,Research Scientist,29,Female,Divorced,Life Sciences,Low
1476,0,3068.00,7,3,2,Research & Development,Laboratory Technician,32,Male,Single,Life Sciences,Low
2857,0,2867.00,7,3,1,Research & Development,Laboratory Technician,26,Male,Single,Medical,Low
2401,0,2838.00,7,3,6,Research & Development,Laboratory Technician,51,Female,Single,Medical,Low
2297,0,2844.00,7,3,1,Human Resources,Human Resources,38,Male,Married,Human Resources,Low
2731,0,2718.00,7,3,5,Research & Development,Research Scientist,32,Male,Single,Technical Degree,Low
1924,1,2741.00,7,3,17,Human Resources,Human Resources,26,Female,Divorced,Life Sciences,Low
1674,0,2741.00,7,3,19,Research & Development,Laboratory Technician,40,Male,Married,Medical,Low
2344,0,2741.00,7,3,6,Research & Development,Laboratory Technician,36,Male,Divorced,Life Sciences,Low
1903,0,2768.00,7,3,2,Research & Development,Research Scientist,34,Male,Divorced,Life Sciences,Low
2138,1,2778.00,7,3,2,Research & Development,Laboratory Technician,41,Female,Divorced,Life Sciences,Low
2832,0,2544.00,7,3,6,Research & Development,Laboratory Technician,26,Male,Married,Other,Low
2677,0,2570.00,7,4,7,Research & Development,Laboratory Technician,26,Male,Single,Medical,Low
2279,0,2514.00,7,4,28,Research & Development,Research Scientist,29,Female,Divorced,Life Sciences,Low
1832,0,2213.00,7,3,10,Research & Development,Laboratory Technician,40,Female,Married,Life Sciences,Low
2011,1,2216.00,7,3,1,Research & Development,Research Scientist,28,Female,Single,Life Sciences,Low
1662,0,2279.00,7,3,9,Research & Development,Research Scientist,27,Female,Single,Medical,Low
1623,0,2306.00,7,4,6,Sales,Sales Representative,53,Male,Married,Marketing,Low
2146,0,2329.00,7,3,7,Sales,Sales Representative,31,Male,Married,Life Sciences,Low
1807,1,2119.00,7,3,8,Research & Development,Laboratory Technician,29,Male,Married,Other,Low
1949,0,2096.00,7,3,13,Sales,Sales Representative,25,Male,Married,Medical,Low
1643,0,2088.00,8,3,3,Research & Development,Laboratory Technician,36,Male,Single,Medical,Low
2311,0,2258.00,8,3,1,Research & Development,Laboratory Technician,35,Male,Married,Medical,Low
1678,0,2153.00,8,3,18,Research & Development,Laboratory Technician,36,Female,Single,Medical,Low
1786,0,2455.00,8,3,10,Research & Development,Laboratory Technician,43,Female,Single,Life Sciences,Low
2085,1,2366.00,8,3,5,Research & Development,Research Scientist,26,Female,Married,Medical,Low
2585,0,2367.00,8,3,15,Research & Development,Research Scientist,48,Female,Married,Other,Low
2468,1,2394.00,8,3,17,Research & Development,Research Scientist,27,Female,Single,Life Sciences,Low
1822,0,2370.00,8,3,2,Research & Development,Laboratory Technician,32,Female,Married,Medical,Low
2129,0,2559.00,8,3,9,Research & Development,Research Scientist,44,Male,Married,Life Sciences,Low
1965,0,2579.00,8,3,14,Sales,Sales Representative,34,Female,Divorced,Technical Degree,Low
1656,0,2756.00,8,3,14,Research & Development,Research Scientist,33,Female,Married,Medical,Low
2383,0,2875.00,8,4,4,Research & Development,Research Scientist,26,Male,Single,Life Sciences,Low
1474,0,2909.00,8,3,3,Research & Development,Research Scientist,33,Female,Married,Life Sciences,Low
1605,0,2942.00,8,4,25,Human Resources,Human Resources,26,Female,Married,Life Sciences,Low
1666,0,3564.00,8,3,21,Research & Development,Research Scientist,37,Male,Married,Life Sciences,Low
2259,0,3660.00,8,3,10,Research & Development,Research Scientist,28,Female,Single,Other,Low
1920,0,3755.00,8,3,8,Research & Development,Laboratory Technician,39,Female,Married,Life Sciences,Low
2227,0,4025.00,8,3,29,Research & Development,Laboratory Technician,32,Female,Single,Medical,Low
2500,0,3975.00,8,3,9,Research & Development,Laboratory Technician,40,Male,Divorced,Other,Low
2634,0,3936.00,8,3,10,Research & Development,Research Scientist,37,Female,Married,Medical,Low
2053,0,4244.00,8,4,2,Research & Development,Healthcare Representative,40,Female,Married,Medical,Low
1762,0,4485.00,8,3,3,Research & Development,Research Scientist,36,Male,Single,Technical Degree,Low
2420,0,4534.00,8,3,18,Research & Development,Manufacturing Director,39,Male,Single,Life Sciences,Low
2043,0,4335.00,8,3,27,Research & Development,Healthcare Representative,29,Female,Married,Medical,Low
2314,0,4420.00,8,4,3,Research & Development,Laboratory Technician,26,Male,Married,Medical,Low
2083,0,4779.00,8,4,2,Sales,Sales Executive,28,Female,Married,Marketing,Low
1923,0,4805.00,8,3,2,Sales,Sales Executive,45,Male,Married,Other,Low
1615,0,4668.00,8,3,9,Sales,Sales Executive,32,Male,Divorced,Medical,Low
2402,0,4695.00,8,3,9,Research & Development,Manufacturing Director,30,Female,Single,Medical,Low
1788,1,4941.00,8,3,8,Research & Development,Research Scientist,52,Male,Married,Medical,Low
2352,0,4998.00,8,3,2,Research & Development,Research Scientist,32,Female,Single,Life Sciences,Low
2602,0,5063.00,8,3,10,Research & Development,Healthcare Representative,34,Male,Married,Technical Degree,Low
1826,0,5296.00,8,3,1,Sales,Sales Executive,26,Male,Married,Life Sciences,Low
1732,0,5249.00,8,3,2,Sales,Sales Executive,38,Male,Married,Life Sciences,Low
2785,0,5154.00,8,4,2,Sales,Sales Executive,45,Female,Married,Life Sciences,Low
2889,0,5321.00,8,3,6,Research & Development,Manufacturing Director,38,Male,Married,Life Sciences,Low
2016,0,5304.00,8,4,27,Sales,Sales Executive,30,Male,Divorced,Marketing,Low
2450,0,5429.00,8,3,29,Research & Development,Laboratory Technician,34,Male,Married,Medical,Low
2841,0,5467.00,8,3,14,Research & Development,Research Scientist,47,Male,Married,Technical Degree,Low
2204,0,5472.00,8,3,2,Research & Development,Manufacturing Director,26,Male,Married,Medical,Low
2565,0,5473.00,8,3,9,Sales,Sales Executive,40,Male,Married,Medical,Low
1773,0,5661.00,8,3,16,Research & Development,Healthcare Representative,28,Male,Single,Medical,Low
1748,0,5605.00,8,4,7,Sales,Sales Executive,38,Female,Divorced,Medical,Low
1810,0,6214.00,8,3,8,Sales,Sales Executive,27,Female,Married,Marketing,Low
1764,1,5828.00,8,3,4,Sales,Sales Executive,26,Male,Single,Marketing,Low
1962,0,5679.00,8,3,9,Research & Development,Laboratory Technician,43,Male,Divorced,Medical,Low
2216,0,6385.00,8,3,18,Research & Development,Healthcare Representative,55,Male,Married,Medical,Low
2821,0,6500.00,8,3,2,Sales,Sales Executive,27,Female,Single,Medical,Low
2022,0,6389.00,8,3,3,Human Resources,Human Resources,39,Female,Married,Human Resources,Low
2574,0,6439.00,8,3,16,Sales,Sales Executive,48,Female,Divorced,Life Sciences,Low
2917,0,6712.00,8,4,28,Sales,Sales Executive,34,Female,Married,Marketing,Low
2163,0,6725.00,8,3,3,Research & Development,Manufacturing Director,32,Female,Married,Medical,Low
2544,0,6549.00,8,3,29,Research & Development,Manufacturing Director,28,Male,Married,Life Sciences,Low
2035,0,6632.00,8,3,2,Sales,Sales Representative,45,Male,Single,Technical Degree,Low
2173,0,7264.00,8,3,8,Sales,Sales Executive,30,Male,Divorced,Other,Low
2804,1,7314.00,8,4,10,Sales,Sales Executive,46,Female,Married,Life Sciences,Low
1930,0,6811.00,8,3,2,Research & Development,Healthcare Representative,41,Female,Single,Other,Low
1774,0,6929.00,8,3,7,Sales,Sales Executive,31,Male,Married,Technical Degree,Low
2478,1,7553.00,8,3,14,Research & Development,Healthcare Representative,29,Female,Single,Other,Low
2685,0,7879.00,8,3,2,Research & Development,Healthcare Representative,44,Female,Married,Life Sciences,Low
2176,0,7880.00,8,3,2,Sales,Sales Executive,39,Male,Single,Life Sciences,Low
1909,0,7632.00,8,3,16,Research & Development,Healthcare Representative,35,Male,Married,Life Sciences,Low
2418,1,8446.00,8,3,5,Sales,Sales Executive,52,Male,Single,Life Sciences,Low
1995,0,8621.00,8,3,9,Research & Development,Healthcare Representative,34,Female,Single,Medical,Low
2856,0,8628.00,8,3,13,Sales,Sales Executive,34,Male,Divorced,Medical,Low
1837,1,9355.00,8,3,4,Sales,Sales Executive,41,Male,Single,Marketing,Low
1639,0,8686.00,8,4,1,Sales,Sales Executive,38,Female,Single,Life Sciences,Low
2278,0,8740.00,8,3,10,Sales,Sales Executive,38,Male,Divorced,Marketing,Low
2369,0,19740.00,8,3,3,Research & Development,Research Director,43,Male,Married,Life Sciences,Low
2262,1,9582.00,8,4,4,Sales,Sales Executive,35,Male,Single,Technical Degree,Low
2082,0,10221.00,8,4,7,Research & Development,Manufacturing Director,35,Male,Single,Other,Low
2525,0,10466.00,8,3,7,Research & Development,Healthcare Representative,49,Male,Divorced,Life Sciences,Low
2277,0,10445.00,8,3,7,Research & Development,Healthcare Representative,52,Male,Single,Life Sciences,Low
2012,0,11713.00,8,3,8,Research & Development,Research Director,36,Female,Married,Life Sciences,Low
2283,0,10820.00,8,3,27,Research & Development,Manufacturing Director,43,Female,Married,Life Sciences,Low
2194,0,10845.00,8,3,7,Research & Development,Manufacturing Director,46,Male,Divorced,Medical,Low
2201,0,11416.00,8,3,8,Research & Development,Research Director,30,Female,Married,Life Sciences,Low
2666,0,15379.00,8,3,1,Research & Development,Manager,49,Male,Single,Life Sciences,Low
1577,0,18172.00,8,3,1,Research & Development,Research Director,50,Female,Married,Life Sciences,Low
2237,0,19237.00,8,3,2,Research & Development,Research Director,50,Male,Married,Medical,Low
2170,0,17099.00,9,3,1,Research & Development,Manager,52,Male,Married,Life Sciences,Low
2226,0,17650.00,9,3,11,Sales,Manager,45,Female,Married,Life Sciences,Low
2511,0,13757.00,9,3,8,Research & Development,Research Director,40,Male,Divorced,Medical,Low
2098,0,13826.00,9,4,25,Research & Development,Manufacturing Director,52,Female,Married,Medical,Low
2245,0,16756.00,9,3,2,Research & Development,Manager,55,Male,Single,Medical,Low
2514,0,16598.00,9,3,2,Research & Development,Research Director,53,Male,Single,Medical,Low
2419,0,11916.00,9,4,17,Research & Development,Manager,30,Female,Married,Medical,Low
2242,0,10686.00,9,3,2,Sales,Sales Executive,54,Female,Married,Life Sciences,Low
1981,0,10725.00,9,3,19,Human Resources,Human Resources,54,Male,Married,Medical,Low
2292,0,13120.00,9,3,8,Sales,Sales Executive,49,Male,Married,Technical Degree,Low
2081,0,12808.00,9,3,5,Research & Development,Research Director,27,Male,Divorced,Technical Degree,Low
2390,0,10512.00,9,3,18,Research & Development,Manufacturing Director,59,Male,Single,Medical,Low
1560,1,9619.00,9,3,9,Sales,Sales Executive,46,Male,Single,Medical,Low
1588,0,9738.00,9,3,11,Sales,Sales Executive,36,Female,Married,Technical Degree,Low
2590,0,9924.00,9,3,14,Sales,Sales Executive,38,Male,Married,Life Sciences,Low
2934,0,9936.00,9,3,5,Research & Development,Manufacturing Director,31,Male,Single,Medical,Low
2480,0,19701.00,9,4,1,Research & Development,Research Director,58,Female,Married,Medical,Low
2008,0,8793.00,9,4,10,Research & Development,Manufacturing Director,27,Male,Divorced,Life Sciences,Low
1938,0,8834.00,9,3,9,Sales,Sales Executive,37,Male,Divorced,Medical,Low
2921,0,8837.00,9,3,26,Human Resources,Human Resources,35,Female,Single,Life Sciences,Low
1514,0,8726.00,9,3,8,Sales,Sales Executive,27,Male,Single,Life Sciences,Low
2769,1,8926.00,9,4,21,Research & Development,Healthcare Representative,46,Female,Married,Medical,Low
1625,0,8998.00,9,3,8,Sales,Sales Executive,32,Female,Single,Marketing,Low
1527,0,9069.00,9,4,18,Sales,Sales Executive,35,Male,Married,Life Sciences,Low
1479,0,9526.00,9,4,23,Research & Development,Manufacturing Director,38,Male,Single,Life Sciences,Low
2429,0,8500.00,9,3,9,Research & Development,Healthcare Representative,34,Male,Divorced,Life Sciences,Low
2793,0,8578.00,9,3,2,Research & Development,Manufacturing Director,46,Male,Divorced,Life Sciences,Low
1894,0,8412.00,9,3,22,Sales,Sales Executive,30,Female,Married,Other,Low
2379,0,8380.00,9,3,10,Sales,Sales Executive,33,Male,Divorced,Marketing,Low
1604,0,8189.00,9,3,9,Sales,Sales Executive,41,Male,Divorced,Life Sciences,Low
2910,0,7644.00,9,3,3,Sales,Sales Executive,36,Female,Married,Medical,Low
2078,1,7654.00,9,3,11,Sales,Sales Executive,49,Female,Married,Marketing,Low
2280,0,7655.00,9,3,3,Research & Development,Manufacturing Director,28,Female,Divorced,Medical,Low
2001,0,7412.00,9,3,1,Research & Development,Manufacturing Director,27,Female,Married,Life Sciences,Low
2000,0,7625.00,9,3,1,Research & Development,Healthcare Representative,38,Female,Single,Life Sciences,Low
1498,0,6825.00,9,3,8,Sales,Sales Executive,42,Male,Married,Marketing,Low
2150,0,6932.00,9,3,20,Sales,Sales Executive,31,Female,Married,Marketing,Low
2415,0,6674.00,9,3,1,Research & Development,Laboratory Technician,28,Female,Married,Life Sciences,Low
2711,0,6472.00,9,3,1,Research & Development,Laboratory Technician,39,Male,Married,Life Sciences,Low
2161,0,5855.00,9,3,12,Research & Development,Healthcare Representative,31,Female,Married,Medical,Low
1519,0,5772.00,9,4,5,Sales,Sales Executive,46,Male,Single,Marketing,Low
2817,0,5906.00,9,3,25,Research & Development,Manufacturing Director,45,Female,Married,Life Sciences,Low
1531,0,6162.00,9,4,1,Research & Development,Manufacturing Director,32,Male,Married,Medical,Low
2869,0,5968.00,9,4,7,Research & Development,Healthcare Representative,33,Male,Divorced,Life Sciences,Low
1582,1,6074.00,9,4,7,Research & Development,Laboratory Technician,34,Male,Single,Life Sciences,Low
1776,0,5674.00,9,3,24,Research & Development,Laboratory Technician,36,Female,Married,Life Sciences,Low
2661,0,5470.00,9,3,2,Research & Development,Research Scientist,32,Male,Divorced,Medical,Low
1737,0,5582.00,9,4,23,Research & Development,Healthcare Representative,31,Male,Married,Medical,Low
2939,0,5390.00,9,3,2,Sales,Sales Executive,49,Male,Married,Medical,Low
2444,0,5363.00,9,3,1,Research & Development,Laboratory Technician,35,Female,Married,Medical,Low
2064,0,5228.00,9,3,1,Research & Development,Manufacturing Director,36,Female,Married,Other,Low
1801,0,5257.00,9,3,10,Research & Development,Laboratory Technician,43,Female,Divorced,Life Sciences,Low
2079,1,5160.00,9,3,2,Sales,Sales Executive,55,Male,Single,Medical,Low
2630,0,5042.00,9,3,4,Research & Development,Manufacturing Director,39,Female,Single,Medical,Low
2715,0,4968.00,9,3,2,Research & Development,Research Scientist,30,Female,Single,Technical Degree,Low
2430,0,4661.00,9,3,2,Research & Development,Research Scientist,40,Male,Single,Life Sciences,Low
2412,0,4627.00,9,3,6,Research & Development,Laboratory Technician,30,Female,Married,Technical Degree,Low
1517,0,4568.00,9,4,23,Sales,Sales Executive,34,Male,Single,Marketing,Low
2896,0,4878.00,9,3,15,Research & Development,Healthcare Representative,33,Female,Married,Medical,Low
2617,0,4724.00,9,3,10,Research & Development,Manufacturing Director,34,Male,Divorced,Life Sciences,Low
2075,0,4434.00,9,3,29,Research & Development,Manufacturing Director,42,Male,Married,Life Sciences,Low
2167,0,4447.00,9,3,4,Research & Development,Laboratory Technician,45,Male,Married,Life Sciences,Low
2432,0,4249.00,9,3,4,Research & Development,Research Scientist,35,Male,Single,Life Sciences,Low
2090,0,4037.00,9,4,1,Sales,Sales Executive,33,Male,Divorced,Medical,Low
1915,0,4051.00,9,3,2,Sales,Sales Executive,48,Female,Married,Marketing,Low
2431,0,4103.00,9,3,1,Sales,Sales Executive,41,Female,Divorced,Marketing,Low
2190,0,4163.00,9,3,4,Sales,Sales Executive,47,Female,Single,Life Sciences,Low
1482,0,4193.00,9,3,15,Research & Development,Laboratory Technician,29,Female,Single,Life Sciences,Low
2189,0,3633.00,9,3,23,Research & Development,Laboratory Technician,45,Male,Married,Life Sciences,Low
2618,0,3211.00,9,3,25,Research & Development,Laboratory Technician,49,Female,Married,Life Sciences,Low
2905,0,3482.00,9,3,29,Sales,Sales Representative,52,Male,Divorced,Life Sciences,Low
2740,0,3539.00,9,3,2,Human Resources,Human Resources,43,Male,Single,Life Sciences,Low
2799,0,3540.00,9,4,23,Sales,Sales Representative,27,Female,Married,Medical,Low
2736,0,3055.00,9,3,4,Research & Development,Research Scientist,33,Male,Divorced,Technical Degree,Low
1714,0,3319.00,9,3,24,Research & Development,Research Scientist,40,Male,Divorced,Technical Degree,Low
1697,0,2793.00,9,3,4,Sales,Sales Representative,37,Male,Divorced,Marketing,Low
1727,0,2593.00,9,3,2,Research & Development,Laboratory Technician,42,Female,Divorced,Medical,Low
2675,1,2655.00,9,3,7,Sales,Sales Representative,48,Female,Married,Medical,Low
1707,1,2707.00,9,4,2,Research & Development,Laboratory Technician,33,Female,Married,Life Sciences,Low
2548,1,2362.00,9,3,1,Research & Development,Research Scientist,29,Male,Single,Technical Degree,Low
1637,0,2451.00,9,3,14,Research & Development,Research Scientist,41,Male,Divorced,Life Sciences,Low
2360,0,2235.00,9,3,14,Research & Development,Research Scientist,27,Male,Married,Life Sciences,Low
1503,0,2206.00,10,3,9,Research & Development,Laboratory Technician,30,Male,Single,Medical,Low
2107,1,2022.00,10,3,25,Research & Development,Research Scientist,35,Female,Divorced,Life Sciences,Low
2362,0,2011.00,10,3,2,Research & Development,Research Scientist,44,Female,Married,Life Sciences,Low
2250,1,2461.00,10,3,4,Research & Development,Research Scientist,51,Male,Married,Life Sciences,Low
1532,0,2406.00,10,3,29,Research & Development,Laboratory Technician,38,Female,Single,Life Sciences,Low
2915,1,2339.00,10,3,7,Research & Development,Laboratory Technician,56,Male,Married,Technical Degree,Low
1974,0,2691.00,10,3,1,Research & Development,Research Scientist,34,Male,Married,Life Sciences,Low
2065,0,2700.00,10,4,23,Research & Development,Research Scientist,29,Male,Married,Life Sciences,Low
2033,1,2686.00,10,3,1,Research & Development,Research Scientist,33,Male,Single,Other,Low
1591,0,2613.00,10,4,23,Research & Development,Research Scientist,30,Male,Divorced,Life Sciences,Low
1990,0,2720.00,10,3,1,Research & Development,Research Scientist,29,Male,Divorced,Life Sciences,Low
2683,0,2929.00,10,3,19,Research & Development,Research Scientist,34,Female,Married,Life Sciences,Low
2704,0,2862.00,10,3,16,Research & Development,Research Scientist,30,Male,Married,Life Sciences,Low
2323,0,3131.00,10,3,6,Research & Development,Laboratory Technician,29,Female,Married,Medical,Low
2753,0,3143.00,10,3,8,Research & Development,Research Scientist,33,Male,Married,Life Sciences,Low
2626,0,3069.00,10,3,3,Research & Development,Laboratory Technician,39,Male,Divorced,Medical,Low
2345,0,3491.00,10,3,7,Research & Development,Laboratory Technician,30,Male,Divorced,Life Sciences,Low
1985,1,3348.00,10,3,3,Research & Development,Research Scientist,33,Male,Single,Life Sciences,Low
2601,0,3407.00,10,3,28,Research & Development,Laboratory Technician,35,Male,Married,Life Sciences,Low
2254,0,3376.00,10,3,7,Research & Development,Research Scientist,41,Female,Married,Technical Degree,Low
1805,0,3697.00,10,3,8,Research & Development,Research Scientist,45,Male,Married,Other,Low
2659,0,4187.00,10,3,5,Sales,Sales Executive,29,Male,Divorced,Medical,Low
1959,0,4089.00,10,3,2,Research & Development,Healthcare Representative,42,Female,Married,Life Sciences,Low
2751,0,4071.00,10,3,8,Human Resources,Human Resources,37,Male,Divorced,Other,Low
2818,0,3886.00,10,4,2,Human Resources,Human Resources,36,Male,Single,Human Resources,Low
2147,0,4014.00,10,4,21,Research & Development,Healthcare Representative,35,Female,Married,Life Sciences,Low
1497,1,3919.00,10,4,16,Research & Development,Research Scientist,32,Female,Single,Life Sciences,Low
2560,0,4285.00,10,3,13,Research & Development,Research Scientist,37,Male,Married,Medical,Low
2762,1,4213.00,10,3,10,Research & Development,Manufacturing Director,37,Male,Single,Medical,Low
2812,0,4197.00,10,3,20,Research & Development,Laboratory Technician,31,Male,Divorced,Life Sciences,Low
1626,0,4319.00,10,3,1,Research & Development,Manufacturing Director,29,Male,Married,Technical Degree,Low
2394,0,4490.00,10,3,11,Human Resources,Human Resources,34,Male,Married,Life Sciences,Low
2614,0,4385.00,10,3,26,Sales,Sales Executive,45,Male,Married,Marketing,Low
2593,0,4723.00,10,3,3,Research & Development,Laboratory Technician,29,Male,Single,Medical,Low
2410,1,4883.00,10,3,7,Research & Development,Laboratory Technician,32,Male,Married,Life Sciences,Low
1883,0,4810.00,10,3,18,Research & Development,Manufacturing Director,46,Female,Divorced,Medical,Low
1753,0,4554.00,10,3,2,Sales,Sales Executive,29,Male,Single,Life Sciences,Low
1875,0,4558.00,10,3,17,Research & Development,Laboratory Technician,28,Male,Divorced,Medical,Low
2343,0,4539.00,10,3,25,Sales,Sales Executive,33,Female,Married,Medical,Low
2860,0,5003.00,10,4,1,Research & Development,Research Scientist,31,Male,Married,Life Sciences,Low
2296,0,5056.00,10,3,8,Research & Development,Manufacturing Director,29,Male,Married,Medical,Low
2895,0,5098.00,10,3,9,Research & Development,Research Scientist,35,Male,Single,Medical,Low
2863,0,5204.00,10,3,7,Sales,Sales Executive,35,Female,Married,Life Sciences,Low
1551,0,5126.00,10,3,1,Research & Development,Laboratory Technician,30,Male,Married,Life Sciences,Low
1472,0,5130.00,10,4,8,Research & Development,Research Scientist,49,Male,Married,Life Sciences,Low
2843,0,5151.00,10,4,9,Research & Development,Manufacturing Director,39,Male,Married,Medical,Low
2922,0,5343.00,10,3,10,Sales,Sales Executive,38,Female,Married,Life Sciences,Low
2029,0,5309.00,10,3,24,Research & Development,Laboratory Technician,32,Male,Married,Life Sciences,Low
1933,0,5337.00,10,3,21,Sales,Sales Executive,34,Male,Single,Life Sciences,Low
1998,0,5396.00,10,3,10,Sales,Sales Executive,32,Male,Single,Marketing,Low
1562,0,5441.00,10,4,21,Sales,Sales Executive,51,Male,Single,Marketing,Low
1754,0,5415.00,10,3,20,Research & Development,Laboratory Technician,55,Male,Married,Technical Degree,Low
2702,0,5562.00,10,3,13,Research & Development,Healthcare Representative,46,Male,Single,Life Sciences,Low
1939,0,5577.00,10,3,6,Research & Development,Research Scientist,52,Male,Divorced,Technical Degree,Low
2811,0,5673.00,10,3,10,Sales,Sales Executive,36,Female,Married,Technical Degree,Low
2866,1,5617.00,10,3,26,Sales,Sales Executive,31,Male,Married,Marketing,Low
2662,0,5476.00,10,3,5,Sales,Sales Executive,31,Female,Married,Life Sciences,Low
2834,0,5487.00,10,3,10,Sales,Sales Executive,33,Male,Single,Marketing,Low
2435,0,6125.00,10,3,15,Sales,Sales Executive,34,Female,Single,Medical,Low
1809,0,6118.00,10,3,5,Sales,Sales Executive,30,Female,Divorced,Marketing,Low
1544,0,6220.00,10,3,1,Research & Development,Research Scientist,32,Male,Married,Life Sciences,Low
2456,1,6179.00,10,3,22,Research & Development,Manufacturing Director,31,Male,Married,Medical,Low
1795,0,5775.00,10,3,28,Research & Development,Research Scientist,30,Female,Married,Medical,Low
2489,0,5810.00,10,3,4,Research & Development,Laboratory Technician,36,Male,Single,Life Sciences,Low
2631,0,5770.00,10,3,2,Research & Development,Manufacturing Director,45,Female,Divorced,Other,Low
2752,1,5813.00,10,3,27,Sales,Sales Executive,35,Male,Single,Life Sciences,Low
2927,0,5689.00,10,3,18,Research & Development,Healthcare Representative,35,Male,Married,Life Sciences,Low
2636,0,5743.00,10,3,1,Human Resources,Human Resources,44,Male,Married,Human Resources,Low
2613,0,5769.00,10,3,5,Research & Development,Laboratory Technician,45,Female,Single,Medical,Low
2880,0,6323.00,10,3,11,Research & Development,Laboratory Technician,40,Female,Married,Technical Degree,Low
2406,0,6209.00,10,3,8,Sales,Sales Executive,32,Male,Married,Medical,Low
2315,0,6578.00,10,3,10,Sales,Sales Executive,30,Male,Married,Marketing,Low
2112,0,6524.00,10,3,5,Sales,Sales Executive,32,Male,Married,Life Sciences,Low
2555,0,7083.00,10,3,1,Sales,Sales Executive,34,Male,Married,Technical Degree,Low
1622,0,7295.00,10,3,1,Sales,Sales Executive,35,Male,Married,Marketing,Low
2771,0,6799.00,10,4,8,Sales,Sales Executive,34,Male,Married,Technical Degree,Low
2367,0,6812.00,10,3,24,Research & Development,Healthcare Representative,31,Female,Single,Medical,Low
2870,0,7510.00,10,3,11,Research & Development,Healthcare Representative,43,Male,Married,Life Sciences,Low
2040,0,7587.00,10,3,8,Sales,Sales Executive,36,Male,Single,Life Sciences,Low
1855,0,7596.00,10,3,2,Sales,Sales Executive,36,Male,Married,Medical,Low
1922,0,7406.00,10,4,24,Research & Development,Manufacturing Director,42,Male,Married,Medical,Low
2570,0,7441.00,10,3,1,Research & Development,Healthcare Representative,45,Male,Divorced,Technical Degree,Low
2504,1,7446.00,10,3,1,Research & Development,Manufacturing Director,31,Female,Single,Life Sciences,Low
1676,1,7639.00,10,4,27,Sales,Sales Executive,29,Female,Married,Marketing,Low
2123,0,7642.00,10,3,19,Sales,Sales Executive,37,Male,Single,Medical,Low
2440,0,7898.00,10,3,4,Research & Development,Manufacturing Director,48,Male,Single,Life Sciences,Low
2175,0,7823.00,10,3,3,Sales,Sales Executive,35,Male,Divorced,Life Sciences,Low
2687,0,7847.00,10,3,2,Sales,Sales Executive,43,Male,Married,Medical,Low
2399,1,7978.00,10,3,15,Research & Development,Healthcare Representative,44,Female,Married,Medical,Low
2476,0,7988.00,10,3,17,Human Resources,Human Resources,29,Male,Single,Other,Low
1874,0,8392.00,10,3,1,Sales,Sales Executive,41,Male,Married,Marketing,Low
2534,0,8620.00,10,3,19,Sales,Sales Executive,29,Male,Divorced,Life Sciences,Low
1659,0,9547.00,10,3,2,Research & Development,Manufacturing Director,34,Male,Married,Life Sciences,Low
1638,0,9419.00,10,3,5,Sales,Sales Executive,30,Female,Married,Life Sciences,Low
1977,0,9434.00,10,3,3,Research & Development,Manufacturing Director,37,Male,Married,Other,Low
2689,0,9241.00,10,3,6,Sales,Sales Executive,41,Male,Single,Marketing,Low
1796,0,8943.00,10,4,7,Research & Development,Manufacturing Director,31,Female,Married,Life Sciences,Low
1699,0,8789.00,10,3,1,Sales,Sales Executive,35,Female,Single,Marketing,Low
2251,1,8722.00,10,3,24,Research & Development,Healthcare Representative,28,Male,Single,Technical Degree,Low
2872,0,19636.00,10,3,26,Human Resources,Manager,55,Male,Married,Human Resources,Low
